Difference in Expected Annual Damage Gorssel-Deventer,Difference in Expected Number of Deaths Gorssel-Deventer,Gorssel Expected Annual Damage,Gorssel Expected Number of Deaths,Total Costs of Policies
-773.7061350586857,-9.883027612403501e-07,1325469.9987628174,0.0011137449425098018,1280721431.8602312
-1186.2415019731454,-6.364251264790109e-07,119477057.83723325,0.0641001023138395,931992604.106892
-9739.603195827885,-6.9665738572968815e-06,54749718.216447964,0.022573685221573228,995541214.8083224
-367.288463744529,-3.2172923454484943e-07,96573.38600318797,5.417569893453186e-05,1277750765.3486042
-1521.055859133528,-1.5428297641135768e-06,6188345.413698845,0.003921610941650125,1145057183.668405
-690.3643387549816,-4.850065245912355e-07,10873615.29625938,0.004978294831646226,1233469340.9177938
-3499.8921158833878,-3.1061539579917313e-06,6045894.469241347,0.0035507753052433206,1033984467.0075568
-168.4163739461334,-8.26406204107061e-08,16962728.76748061,0.008323480647145907,1170993793.7079868
-1003.6405222377185,-7.511655285096071e-07,19654336.46785512,0.009564018118362369,894651550.7245969
-1808.807354575823,-1.5100369274008162e-06,2980059.6333605302,0.0017918211711139666,860400789.4870871
-5867.209979720161,-5.821337767094812e-06,4004783.6956880176,0.002674884629198746,1013442407.0604987
-1205.011153774188,-1.3421044040826299e-06,8335.748511232294,6.1552579521932685e-06,1033501318.7326517
-8454.62642906163,-7.65560537468284e-06,5472497.88860495,0.002262325992141383,870692258.0897677
-441.77428183334104,-5.76009589374548e-07,995604.1811408052,0.0008795374277160953,718885203.1839666
-14532.500446228945,-9.4776208004059e-06,0.0,0.0,1524639881.888826
-200.44281955870724,-1.215842206256281e-07,7454097.804573135,0.003348888718762444,1383962385.799315
-1569.9627239231136,-1.8585979520232147e-06,3511012.5174125973,0.002739158875314034,1040410561.5874053
-236.54765754302312,-1.5340333075949534e-07,23824843.520075746,0.015450630070765612,1201302874.7742612
-984.305817245195,-5.60181171218204e-07,73650104.7770068,0.033507415989779174,795236604.2239412
-349.90987440810454,-2.373465097502672e-07,35242572.64050988,0.023905303115537162,1102446339.2013597
-9486.532143209386,-9.006514059817859e-06,3996790.464895933,0.002592433077525412,1247332793.9985313
-9297.48180362146,-8.105759743468457e-06,104205648.29902637,0.05241729031916509,959002408.8598257
-1500.3747307338544,-5.662644643368725e-07,151116242.5047831,0.05703359058354546,952802578.6855267
-434.6631910122482,-4.575063335609895e-07,3939159.083209276,0.00270686224724377,877405814.3454001
-615.9351925938531,-3.1366058998458505e-07,62036376.66286029,0.03159158096265742,636596110.1578441
-633.073508027775,-3.6279322996622816e-07,63762530.655049466,0.036540171328968536,713891925.0996287
-1486.411757685599,-1.6260106376870542e-06,1614667.1593921713,0.0011881711995994889,686258918.5220914
-1745.8175767502837,-1.6182235471888386e-06,1875169.0112088444,0.0011615065718906445,1108557820.1650093
-1200.8811518561083,-1.1521435357589496e-06,6553171.8724640235,0.004067840656749526,928273081.1181663
-1343.182392778147,-6.231495538140756e-07,135283987.4182222,0.06276299991059989,1082816866.023663
-235.58683649493977,-1.9788822591044175e-07,11423903.800771829,0.007110442820196596,1307691399.121714
-1453.2024561863125,-1.8363977287701689e-06,3161939.3901576865,0.002613145658295895,744681483.5141172
-2137.0418125192864,-2.3274990281117677e-06,10884462.982604241,0.007539127011720576,1151286410.515366
-1775.2241172941099,-1.5209907462904826e-06,6020071.05495482,0.00341340921673399,1512120313.5079513
-8795.327785483596,-9.55145399415841e-06,3713335.1396841453,0.0024716159376071316,1166487521.6909204
-453.5869449618636,-6.056858281346336e-07,2971891.900617741,0.002521255015227605,482395078.1119902
-4459.684768482159,-3.986873246751759e-06,11354553.686761169,0.006524057606892536,1095411557.6697874
-3548.0546966345705,-3.1165893413581337e-06,13054315.54406737,0.007205321699450644,1313666588.2663407
0.0,0.0,0.0,0.0,901878612.9437145
-258.29745490171723,-1.7373463195568424e-07,11615243.25212571,0.0057075515664398654,1425104142.5892165
-192.76203013574465,-8.894496872140681e-08,19414798.913242064,0.008958448304651373,1041394401.1739037
-2026.7243854929864,-2.3210226354785435e-06,3519339.0290620197,0.0026424751828032743,985470785.7524488
-4681.392422640818,-4.6927782941073636e-06,1215431.1007514575,0.0008806963304667957,884502376.3682516
-430.39794404382405,-4.073111047800244e-07,2847289.0919470554,0.0016483938438552038,1204327729.4847398
-281.9844166921503,-2.1876328116889096e-07,9312488.651963849,0.004916849026040972,1121421690.7084582
-268.89490324159266,-2.3276317616431752e-07,8221418.226392766,0.004871509849998911,908753363.0100094
-910.4995502699235,-9.887154546184106e-07,3738890.147706071,0.0026434827862006093,1182068504.6479676
-3114.3957860099704,-3.0886989889936335e-06,28026.981576800805,1.8724912954965996e-05,1227795948.2619634
-2947.683039600271,-2.384576369236e-06,291707.9730164514,0.00017599565990232527,1417372862.8075905
-1467.1185159263755,-1.4745565784331642e-06,2489432.2839780934,0.0017200689770198632,1192809458.4834323
-1112.1714456498114,-8.558716857547579e-07,46005352.632061385,0.023881517793850712,1319951546.7100317
-5295.586377409612,-4.471289839794352e-06,59529339.22606647,0.029260177582769612,1152744631.206112
-1200.1005255483267,-9.835604663665412e-07,4842219.22634737,0.002566042391995902,1146571252.5234694
-1639.325999248507,-1.281641756407644e-06,18778813.96312228,0.009126129628772574,1357678400.6848838
-156.6738609147112,-9.137318236471099e-08,15780034.597468799,0.009203015554591326,919270429.9411297
-4465.598492991542,-3.731895077034194e-06,4397693.995146427,0.0023730888367111715,1081700722.8456914
-388.52201843650687,-1.625822605439967e-07,39131549.17490654,0.016375122699730803,489379557.18403405
-3032.7392320796603,-3.0589225166594024e-06,3879866.057422558,0.0025657383615596647,840762101.4782939
-1500.709296035059,-6.730304185962682e-07,151149939.5873551,0.06778695073059754,1197213956.6165211
-2577.6457147357,-2.3234567289650767e-06,98829.71258752092,6.007405221337949e-05,889707658.4115847
-734.0947438755396,-3.679639857307164e-07,73937288.50840047,0.03706096467881202,1431988213.2349792
-8243.554099081419,-7.259757888093164e-06,0.0,0.0,683053232.7203058
-7278.592503868711,-5.4667580902128045e-06,55257413.968550146,0.02387977051446986,1245887344.6797454
-570.1261207688536,-3.6253316699547605e-07,20303214.566955794,0.008752667282716066,794812290.0461524
-6771.007270958505,-7.445344285909216e-06,25092971.769480646,0.016112047379107656,932359510.8861946
-7659.8886696097925,-6.198014816559905e-06,25129107.585974686,0.011962337159867789,1049183519.226632
-93.48006327336425,-6.566453444413723e-08,9415218.492829975,0.006613666244679058,1197879984.8844824
-474.84666404456317,-2.3537597493926251e-07,46031915.13331695,0.022088814498227846,992475223.4749213
-2992.5802392983237,-3.0275221794618162e-06,253064.6717313287,0.00016738273202567417,911139643.0451626
-585.6766717523332,-7.544044489730141e-07,8378646.787803736,0.006820525105182852,1101123072.9934707
-263.7749783899205,-1.3628452355614907e-07,26567152.0484544,0.013726440928051777,1158605436.1887364
-444.95487778944005,-3.405138967402194e-07,13474718.55914911,0.007040310457668756,548706782.4705647
-436.6950900084987,-2.0868288956048682e-07,43983492.77056598,0.021018331953642673,994876572.9164925
-698.9410053804396,-6.537859058037742e-07,8452480.396959316,0.005111847594260714,498420792.74102825
-577.4825157959923,-4.820213299033041e-07,36573710.059323534,0.022847846456173878,1138519784.6926517
-444.88547240461014,-3.469884160184726e-07,7475080.621449792,0.003847065399061843,1023179433.337256
-5365.670156330629,-5.657354680003999e-06,0.0,0.0,908137153.8988755
-1365.871816190475,-8.109363776070793e-07,112334302.53885555,0.056077265571856924,1327574567.6635203
-4144.052377092772,-4.093558146991891e-06,19437916.315423515,0.011823198282783689,1210767544.6830502
-10681.43236765164,-8.790199762552912e-06,48576361.74248778,0.02323058253174714,586126837.6426073
-1184.6653780726274,-4.4811356081396494e-07,119318312.21409696,0.04513354973162174,1380028469.7946932
-6409.007448188839,-4.610081978568967e-06,12286284.09939874,0.005727542914696083,1126166947.8018966
-126.01320052636252,-1.2650190341368062e-07,5901187.375666495,0.004275399561526207,1098927302.487702
-814.4618989753081,-3.517997448123161e-07,63528469.48100287,0.022938866595339436,1267918999.6449175
-1034.7708551118014,-9.187547424716803e-07,6596287.15876081,0.0036808229843384656,745576555.8291328
-37.91712174474642,-2.70845358698416e-08,3818974.5850091144,0.002727927368274576,1047933185.6309545
-729.2745936991221,-5.629665428524654e-07,31479296.388805024,0.016314601414020417,1074513142.7373245
-3581.2898739868683,-1.7449958116477206e-06,178811273.64035326,0.059350296239189956,1025007330.2676828
-5337.676971170643,-5.254240001109512e-06,5782870.131604776,0.0036652922903174174,889025594.2886546
-2326.710247442812,-1.5549034084190717e-06,1900082.5767543556,0.000828458893314031,1074723026.817203
-5724.999707860809,-5.072572811033725e-06,1303360.7549915165,0.0008080298022932927,1105861206.4656339
-2259.480083362768,-1.5194965389998751e-06,7918903.028336771,0.003365857790916316,516689211.1428193
-590.6196645472469,-3.1907012516907433e-07,59486621.993534155,0.032136423936903996,980708161.2990128
-1742.8212688788262,-1.40539634743102e-06,100915774.47125089,0.05762350118246479,1162501414.505755
-2216.1499586855,-2.267565940764924e-06,2135169.5046986793,0.0018064090027425457,858976914.8160316
-1979.1024494573282,-1.8180864683860633e-06,4477650.597911363,0.0027028830184870943,889724673.9312747
-759.7324778657284,-6.356269966647125e-07,3439128.9994589747,0.0017751203147615268,1342780656.7647948
-252.60642539879078,-2.308314847175108e-07,1200682.28731557,0.0007173568982870099,1469601305.1255043
-718.7703891919131,-5.369839756625264e-07,2276416.5927653946,0.0011217762183406772,1352910345.9263594
-7066.065036331391,-4.66577197438449e-06,16669764.1994818,0.006841682790103618,947085576.7360542
-877.3011705588791,-7.529496465543836e-07,9167053.549215633,0.005056270347310623,931979305.2120197
-262.52327458224005,-3.39628341197448e-07,0.0,0.0,1278030161.3324988
-1127.7788570648286,-9.190465978410192e-07,1597605.775396055,0.0007176997701765556,972694630.2920274
-12303.884917934449,-1.0037480444979369e-05,1368718.6498052755,0.0007828960386474038,775199534.0193359
-1182.8201258106405,-1.2956495517656771e-06,894149.143157626,0.0007191576282253205,1319406192.6738327
-630.4756241638333,-4.74311913114436e-07,23442991.598945413,0.011929396327353695,908488081.3437823
-368.53882046947234,-3.4374047969972293e-07,403699.2336690177,0.00036073714777596293,755178451.7422436
-471.233041220119,-2.98592254310905e-07,32636634.915467635,0.016427897573060055,1087982653.814998
-2134.0439490397803,-2.0782890605705616e-06,643252.0932992871,0.0003824128288090929,870739257.9674081
-267.8927245839326,-2.3893460452425083e-07,2947834.339377568,0.0017371829519798715,1178837537.6679227
-229.33368204119432,-1.715503847461039e-07,10372540.6474388,0.005642854702483713,849510803.303918
-956.9200705867069,-9.61169783445517e-07,8146542.498554793,0.005277562601342534,559712223.3616726
-825.651342853401,-6.895624016921875e-07,0.0,0.0,959374396.6628306
-504.3866475803841,-4.90851281332394e-07,0.0,0.0,1195652607.2159672
-757.5062804623776,-5.507841998028996e-07,23779961.075295188,0.010863936079479044,1356639777.823757
-461.70542891197664,-4.0624464506341437e-07,9968184.163192,0.005814331061340239,947430698.7799186
-518.5946279512593,-2.40384317244751e-07,52232332.332622886,0.024211268048574073,968309668.9817882
-5969.705533050295,-4.226935675138791e-06,146023629.81858158,0.05931990902138272,1135704701.4568272
-4479.253994732362,-3.848645087359415e-06,24481656.859360702,0.012411354129143093,997034110.752915
-1593.2131742806905,-6.279265637631774e-07,160466837.70037687,0.06324413557566347,925693763.5593591
-8227.24848642032,-6.6725347780371236e-06,35481331.40641938,0.016803828602730615,783951687.0785764
-909.3098989117912,-9.673278782451169e-07,7785933.230713299,0.005372682482249891,953098806.8635019
-6846.197213376487,-6.776502582167479e-06,362437.73578582366,0.00024824624117115074,1344403353.658698
-8141.350946446111,-6.672396328983012e-06,19245000.372527804,0.009666086482461174,561941324.8134983
-288.5306331233998,-3.431162270766166e-07,1373049.857673705,0.0010644458417510903,1046064546.0634544
-2463.3932774075524,-2.3529245704801723e-06,8645576.617313035,0.005293441809324542,1250348393.1678424
-1271.7824550494952,-7.322219744879393e-07,108504176.28910002,0.05437470681794978,631200712.9318417
-8235.595885018894,-9.25596104907791e-06,5126393.225092158,0.003861648953406627,872172464.1781538
-583.6891654390117,-4.472109791748984e-07,42705090.86885063,0.026050128172567986,995380217.3015158
-1010.4822767229227,-1.081471817047955e-06,5591357.447801217,0.0038007914802673315,830058263.1356391
-1069.5401499688155,-6.901213767139124e-07,10431277.063014807,0.003916289032105832,969504366.4116162
-228.7600062049981,-1.0400640388138251e-07,23040479.064961202,0.010475420992528964,1285135809.396279
-9182.112273089439,-7.1743865170747985e-06,5181377.500259649,0.002760634957504706,892971743.5733579
-141.41666897160619,-1.285377613369843e-07,7040136.006938713,0.004792436740519237,1184594001.4921076
-1212.8656401236979,-9.672645878152777e-07,45563620.89705503,0.023514578300458472,1270479161.1070929
-9251.377094472045,-1.0043425497003386e-05,17237752.048199907,0.011760989272563924,1024683244.2046537
-812.022978832646,-9.429115113917697e-07,1422635.6946948841,0.0010790285370030433,966843710.392935
-511.3230481040957,-4.440454831074209e-07,498481.5226613767,0.0003673100274144023,898720516.5476614
-7155.1076691893895,-5.572783363665332e-06,7585135.476177758,0.003847961792515077,1065502346.2947031
-687.6352991262801,-4.442998240089829e-07,69257939.6926998,0.04474943397436075,1009709448.1217853
-2201.780840893128,-1.7612788023277964e-06,14814300.687506197,0.00755995907304744,1065752207.7240388
-1433.99734856916,-1.2938413952296625e-06,4522160.149907719,0.0026607016265912144,954854748.5854193
-903.3612739457094,-6.635073140605768e-07,5316906.463675059,0.002522574662857919,1199151460.7688174
-1428.1994763256448,-6.178346481149489e-07,143846823.0560426,0.06222768792348953,1303079988.7140298
-1926.5565591460781,-1.5395579348856142e-06,14674996.521584302,0.007449138723181569,841218462.02717
-5468.265572814958,-4.856607944699743e-06,43708587.30947907,0.02210301502995398,1206768952.8001103
-9171.045834045022,-9.483317688396522e-06,27488718.700928904,0.016932842949270693,1045544998.3960432
-68.32159505522688,-4.020095509435052e-08,6881282.732367396,0.00404899999614789,907276396.0125107
-640.8662311819969,-3.5680707918541273e-07,64547405.93841955,0.03593725220847559,779404784.6330702
-6900.148109141683,-5.401143438726121e-06,4621337.736395294,0.0025826123879992098,664194690.5156536
-1045.338755097682,-1.0846556759095078e-06,217963.62445537257,0.00015187440683273067,744902019.8703238
-436.02838717255736,-2.687529873217525e-07,43916343.127632804,0.02706853213005959,587363965.3178875
-2509.936473686853,-2.3016097086118625e-06,1839045.069909066,0.0011292211899475927,808441650.9170214
-2104.2199241717462,-1.8762948771077096e-06,1967971.270773891,0.0011801440449047814,1180323626.8895633
-1475.1071450126242,-1.3954729809491557e-06,17031157.437544134,0.009660189715226454,1206016643.4649317
-464.97470905364855,-3.074008152046711e-07,46831787.72117443,0.03096110270659927,810189230.6187342
-5278.933386767282,-3.7080440995402498e-06,29465386.80205248,0.01215399999377637,1231900185.470065
-3648.8237820978325,-3.0979171645737704e-06,1939839.4300383916,0.0011053530302575832,981354493.2563233
-390.25596631135755,-2.675982988248292e-07,0.0,0.0,980672131.0697799
-1244.5795643392087,-1.5248516727157782e-06,21412666.99967688,0.015459071504875223,700655048.5144525
-2076.917662915627,-2.2425810203712652e-06,1511863.288989603,0.0010797702397615505,980958870.7473931
-1212.4463814176188,-1.1375564626105366e-06,9702635.434312481,0.005788676398878626,963770797.0559976
-2554.40209411632,-2.2466352624628718e-06,13087375.558462001,0.00723426953777943,1168634960.8868523
-1303.4769552860873,-1.411502591922124e-06,3628942.098735279,0.002513893791459909,407146766.88114345
-884.1614872568144,-3.9627170758377726e-07,89051860.8350191,0.039912090116130464,1441509289.9596033
-644.1702368888466,-4.124760462296719e-07,44754886.49561236,0.022520440036739663,1378334962.8927739
-542.3382094966959,-2.903412145997868e-07,54623762.12229771,0.029242876793275925,821945863.316275
-3497.8959179904045,-2.679866722074067e-06,37261174.134839274,0.016649762387306574,1009649748.8448676
-2618.1175089521394,-2.326245933324107e-06,9146652.28610878,0.005179737291653208,1040518522.2408905
-888.8790973644484,-4.606455116585927e-07,82170106.08370179,0.03945056889505474,894711016.6091682
-8661.458546223132,-7.074013269239032e-06,9272238.004654754,0.00490513239684112,1175582187.5593576
-1712.554504935737,-1.407034386796188e-06,1688685.0617383309,0.0007781665254538819,931677445.3481042
-4150.753718883968,-4.16265911444672e-06,4009937.873033542,0.002679998999116226,773554830.6806401
-891.9850875952127,-4.002927094944585e-07,89839846.03750223,0.04031708140757236,681583874.6196287
-2823.6531452681334,-2.1245390235173033e-06,21544172.761992104,0.010011908834049168,1017382151.9802964
-2035.069517303446,-1.789269846396691e-06,40201275.19756187,0.020595478350881304,1233776262.3791714
-3554.1952120801843,-3.254868287407624e-06,2503981.8877006792,0.0018404233050031372,607233261.4530023
-1336.0138785893998,-1.1806957977863963e-06,12101235.881198678,0.006595308361139549,959150966.1897938
-290.4997163077712,-3.606154434075646e-07,3171686.0298375743,0.002596994062256704,931712838.9557557
-1523.5395838819989,-1.9638103962898362e-06,13974429.893612452,0.010883437581043829,1066768042.3238254
-4483.642892321239,-3.0913436436920284e-06,39934340.28817307,0.01597326669011321,804769511.3068322
-1467.2180901526071,-1.0692303990531927e-06,8134118.317181347,0.00373648896464742,1201384778.5774221
-1880.6395716068705,-1.798145789891791e-06,8628443.515366336,0.005286030309908312,772536125.0434698
-1402.3616864383046,-5.885608543146052e-07,141244466.6963796,0.05927926068571272,864609393.5097989
-865.7209261440008,-4.2323866475868545e-07,87194545.96029761,0.04262817507583004,602799370.3772844
-861.4692621265317,-1.0938270467055586e-06,1281154.9585427158,0.0010593102510563978,752891435.0151753
-759.1647265402198,-5.253713352416667e-07,44518717.30721316,0.022569781846798843,1017686199.0936137
-1064.0979428682317,-5.169232644292721e-07,107174880.70774543,0.05206399427005186,1199860762.068263
-484.9416353240074,-2.329032769335148e-07,48842836.5681987,0.023457785149466677,1644276984.4473403
-5810.062210883034,-4.219067874233829e-06,7043809.026797727,0.0032561365291637794,701133036.6438897
-8091.514971309894,-8.653748413649732e-06,49032051.796832114,0.030103377010643338,1151392225.353714
-1842.96676151638,-1.7412232158070883e-06,12163095.863211393,0.007213356270987083,1091522156.7891123
-7512.681475506317,-5.981653393664742e-06,7841374.1861689715,0.004143048135360738,661810702.5964798
-3089.145188098817,-3.054673809964307e-06,1636100.478654948,0.001078553822105944,778008020.4818412
-229.52993626062937,-1.0544358127620195e-07,23118025.65023433,0.010620172062557784,558784195.4743185
-5509.462426133873,-4.325703872270797e-06,80075830.08745624,0.03663911164981883,1063920117.057332
-1358.4739840850687,-1.186256264406776e-06,1168266.6964521753,0.0007768644813124,878578524.519312
-2273.7873942699825,-2.2005657252541122e-06,15486207.908345927,0.009180137691778185,1268351328.261807
-1595.9722156483726,-9.443932898642502e-07,96726420.81832144,0.04178179504160126,1138273971.5209587
-1688.4938341897328,-1.6218401779055947e-06,56261919.09154335,0.033647726348570314,789563841.760497
-458.93065442330055,-2.1706676248345666e-07,38141535.45744577,0.015681591532233988,690903406.5405359
-2409.9600500363617,-2.3066799601321117e-06,6515145.430615004,0.004032079304991351,1502363011.579521
-2417.525622120833,-2.149679950894368e-06,9355444.313575689,0.005613291067609235,1218396696.1350474
-1338.1468532815516,-4.900135965576383e-07,134776812.91566458,0.049353679431688766,1044587181.2040854
-838.0980381903126,-8.311515755789393e-07,0.0,0.0,1113884820.3028204
-5615.3668662185,-4.690487370117913e-06,7097093.492409357,0.0038310620916805105,613726145.4283528
-1270.9271870157042,-1.2722992610604981e-06,7860169.1245063385,0.00496231163377616,1103993630.8903122
-1543.6185135904245,-1.2357932886625442e-06,89143708.98977031,0.051204425604015676,850864939.8424407
-4860.060202792191,-4.110752990156322e-06,46350766.356743634,0.022311563208125024,682147394.4406085
-2181.493319405884,-2.242555547807925e-06,1960314.4756519566,0.0017183467610339441,875476409.2440463
-1498.809186031501,-1.2726336980336113e-06,44184659.76161676,0.023659550824801777,1044144619.1636164
-1087.4026283947876,-5.309506531693867e-07,109522105.3292946,0.053476818836567463,1342415181.760203
-3383.4740505373816,-2.950264229217293e-06,1754903.496231316,0.0009966790236091805,1410646713.772362
-41.2825172793536,-2.156333604812037e-08,4157933.8578592152,0.0021718376434306354,1121503200.0090399
-6780.733977371359,-6.0696659250267e-06,19082282.85541239,0.010086364887338528,1155650709.4411929
-971.0535521924975,-1.3234094240204645e-06,1202186.0254184818,0.0010704629841919806,900007459.278676
-2139.6666999709682,-2.1208821350177542e-06,11172833.88423712,0.006856023318728217,961083432.7033789
-1315.8077324357034,-1.5553628220123775e-06,3443531.9563990035,0.0026607016265912144,964507776.517363
-1414.4038303855623,-1.4297982346584949e-06,6005175.930056922,0.003964083389678226,716335891.843362
-306.55459949274336,-2.3653970000203055e-07,7963985.636288978,0.004149892380463857,1189157981.414592
-1263.585658171874,-1.04623849506289e-06,63442185.57094948,0.03636938437304482,1041294300.7722082
-329.56000949628447,-3.6279419663043827e-07,8790512.03588929,0.0063820797596948805,1110142230.4436572
-1329.876896998554,-1.2504591202031391e-06,12245491.68485694,0.007245868086858984,883707336.4835018
-1550.903599934444,-6.131340577433114e-07,156205459.68179727,0.06175424916184859,1165300608.996809
-3119.2574661942526,-4.12909988678251e-06,7039142.418290734,0.005924469893648256,1292054252.8207016
-871.2928773265395,-8.967404433008591e-07,1517011.550051932,0.0009966790236091805,1205941574.9833875
-1184.872697555232,-7.177615588556111e-07,119339193.22506541,0.0722922264463783,971393005.5009286
-2213.4517457298884,-2.189800166660764e-06,14400786.459231203,0.008661148162271681,718155798.7118695
-451.68384793568316,-2.329098789906172e-07,45493145.48023407,0.023458450102055974,725208515.2065419
-1272.163763656681,-1.6104581353618763e-06,3281256.6921559833,0.0027315859562507937,1198594900.0983534
-7115.147993873855,-7.018663330249923e-06,11648055.477769107,0.007374408891094826,1371379065.968164
-6324.2361351185455,-5.970429627975758e-06,1773709.557947682,0.001153650988883466,1306608267.8293922
-2004.855011290418,-2.1482025575544837e-06,3574243.3620171687,0.0024698719140319055,1136608768.4795985
-12231.969132714326,-9.975230775651271e-06,451363.76650268433,0.00026411158940643,1019229746.4198112
-2631.2778064637464,-2.1827363347528536e-06,17904141.201002277,0.009111686558103849,1165516686.1474957
-793.589813114947,-3.4807216915931017e-07,79929572.38712434,0.03505748080555656,490879912.81994957
-1697.0408654192129,-1.3499587490506369e-06,515484.5949246533,0.0003856876193052285,1223110482.2675915
-746.6384292135211,-3.4953671795971485e-07,75200675.95195663,0.03520498869618452,627362567.6987292
-793.4546018249159,-7.92340984905039e-07,110711.95295645019,8.207004200143887e-05,545413811.5177362
-488.05215156879416,-2.5872674657244196e-07,38758935.246603355,0.017589534781046644,1126312808.7825027
-1292.4987491763343,-5.212092942270501e-07,130179181.5182912,0.05249567890525426,1100498286.7165313
-315.9796131717145,-1.7028959956840694e-07,31825150.65904191,0.01715139817893038,1103370073.583434
-407.81188643726324,-2.3818235663321327e-07,41074405.390074715,0.023989488777740608,867804532.3757358
-2254.1027463465775,-2.2489988212385544e-06,26788022.02101396,0.015521784989523509,1105759692.627612
-4058.768906101436,-3.5629462844850322e-06,8883175.447379153,0.004922278217414605,1211614460.890756
-10515.15240865593,-8.110418628008376e-06,117115755.52718438,0.05200111689945182,1357325928.7209985
-169.94413281986016,-9.257798847231902e-08,14122416.612160321,0.006881206993799282,1177366582.5809815
-1345.908505403127,-1.6427922133163958e-06,2208728.07112424,0.0017576079054435255,1182452051.0326102
-295.0310610432621,-1.6700296698665938e-07,29715233.43721632,0.016820371831929345,1093502986.1073244
-547.3774217846185,-3.118559768792893e-07,55131306.544724986,0.03140982213530514,1184040718.8742545
-869.4605511946766,-4.6284098136672185e-07,87571197.25577663,0.04661688080227486,584782718.9834526
-614.3725821267769,-7.841423211402814e-07,905753.9949755074,0.0007267456087597941,1165122153.3748226
-835.3343143024666,-3.9728747590970405e-07,71739626.40196967,0.02997024213982245,1021262200.7069384
-2990.8664343631835,-2.555865825092882e-06,0.0,0.0,916599166.4813343
-890.6226649663772,-5.142514925347679e-07,67470852.07173672,0.03217718007036488,1348222843.1038942
-1572.2967163115543,-6.725187881969795e-07,158360152.97018343,0.06773541982841158,1043811082.9286699
-908.0494445470662,-7.615480847815398e-07,4876930.615422369,0.0026148402183522566,904989836.3818349
-632.9615209530152,-5.130064617954172e-07,1220315.223475038,0.0006616254455528394,1062245592.4088154
-1893.7828002514668,-2.3459447616214426e-06,9351383.881905977,0.007247931910196602,1035929855.9532
-9914.853665696039,-9.093028106625335e-06,6545146.548652954,0.0040602933708656554,868612661.8183129
-240.2326755100193,-1.689482325022414e-07,10444355.403134702,0.0052060473177975046,898512095.7125617
-2880.2603801928576,-2.3175733361009387e-06,1923219.4578982005,0.0010522784239727799,1096719631.7635732
-9525.118996384055,-9.07515196145843e-06,9591151.52780794,0.005514839423081935,1277042059.3887317
-1628.2999459315295,-1.341046578102143e-06,18568902.474364948,0.009685284557687364,913259288.4442142
-2794.5170869746125,-2.279341134482234e-06,2004288.7712169439,0.0010800621704966924,1004577182.0373633
-1713.5721719119197,-1.1982992081238317e-06,22231383.216268465,0.009595336561058519,1149598936.925456
-2256.119977655562,-2.0083501346215433e-06,14635361.938561562,0.008556207467154483,1215539812.2295692
-4563.853853101392,-3.7731270851739113e-06,15561123.988406803,0.007774114657983403,896618808.8167251
-527.6498752996678,-3.230331705302451e-07,53144367.79030724,0.03253557790263576,1151710615.8421957
-571.8183829207045,-4.015678216694983e-07,18634039.644027114,0.008759417351005183,1181279061.4851868
-531.2519885276615,-6.36438564483508e-07,297950.63437112217,0.00022983394430127648,837673268.8980224
-363.57769070543065,-2.692429500860087e-07,16329001.02658505,0.008842200677400899,973926590.9325233
-950.3727249002432,-7.778271704583306e-07,0.0,0.0,1186269936.079411
-731.1283967505354,-5.956571695589253e-07,0.0,0.0,1033383765.181353
-819.9589755179647,-3.6383319455562914e-07,82585448.05519389,0.03664491552244841,917899479.5341707
-729.916558177662,-4.253351684836137e-07,73516465.82309593,0.04283933283450109,1027994836.1329087
-645.683531234076,-3.784789019770962e-07,57647658.156780556,0.0307241003089159,1001238813.8396139
-1932.9325234833668,-1.1616786675402669e-06,88511008.56913415,0.03555376439308435,834415904.0234833
-406.6227283150216,-2.3455914226004543e-07,40954634.57316066,0.023624562249289514,994465719.6365579
-5469.2391156270205,-4.358597867588283e-06,1990810.1468359386,0.001108434412024275,572413099.3514545
-2550.867126440879,-2.535799606745091e-06,1700375.546363642,0.0011106592708714914,910075204.4554058
-1025.9161144299583,-8.510805562230602e-07,2123556.8402709626,0.0011765418293386018,1105866889.9670246
-9319.428092178128,-7.227261348305229e-06,6816317.606574364,0.003757341292112408,953328437.006988
-1303.370098882909,-1.2503934820246967e-06,6437481.960415307,0.003959041951467745,780755315.4461608
-2501.4887013766993,-2.1909916188751122e-06,4672952.14816284,0.00262705570738161,720179048.94858
-1632.4232815794744,-1.5599312544390328e-06,1773361.1526691709,0.0011235946000487376,1133771240.626073
-2439.5582991929323,-1.7635357110757813e-06,16161334.546999488,0.007390780300459576,636068933.5179986
-1263.1203973631386,-6.110724788405047e-07,127220223.30201796,0.061546608996336793,846240723.7079998
-4738.173880302799,-4.670160917412322e-06,16196132.440593261,0.009752344904409764,902449497.8146996
-177.26826563541653,-8.992384119866592e-08,17854282.446533516,0.009057039361688434,441487233.07638276
-906.4146778664367,-9.355254471048996e-07,1605968.1254142853,0.0010852880394224738,1035971155.6624054
-777.759476105667,-3.9408971187003525e-07,78335156.67388667,0.03969232168983808,751721620.4287947
-1437.522809553563,-7.025543624272905e-07,144785859.85542533,0.07076057282931428,1108831310.3948567
-1325.6525052726588,-1.2077136380648556e-06,1913099.751928402,0.0011607330255017198,450011256.48847127
-854.8096908987192,-1.1448958810469043e-06,0.0,0.0,1038228685.4650418
